Product ID,Product Name,Order Date,Sales,Quantity,Category,Region,Cost,Profit
104,Coffee Maker,15-05-2023,700,1,Electronics,South,322,378
109,Microwave,15-01-2023,1043,9,Appliances,East,538,505
103,Headphones,20-12-2023,744,5,Electronics,East,255,489
105,Headphones,15-01-2023,589,5,Electronics,North,199,390
103,Laptop,20-12-2023,1264,6,Electronics,North,477,787
107,Blender,12-07-2023,1388,9,Appliances,North,531,857
105,Coffee Maker,01-10-2023,950,8,Appliances,North,556,394
109,Microwave,25-03-2023,829,8,Appliances,South,408,421
107,Headphones,15-10-2023,1186,8,Appliances,South,230,956
102,Smartphone,15-01-2023,219,1,Electronics,North,279,-60
104,Headphones,05-09-2023,1087,1,Appliances,West,438,649
109,Coffee Maker,20-06-2023,337,8,Electronics,North,154,183
112,Blender,05-04-2023,238,5,Electronics,West,142,96
114,Blender,05-04-2023,963,9,Appliances,East,166,797
102,Microwave,15-01-2023,1228,2,Electronics,South,525,703
110,Microwave,20-12-2023,743,9,Electronics,South,179,564
109,Headphones,05-09-2023,937,8,Appliances,West,372,565
110,Blender,01-10-2023,520,9,Electronics,North,350,170
105,Coffee Maker,15-05-2023,1148,4,Electronics,South,561,587
102,Laptop,20-12-2023,326,1,Appliances,West,318,8
104,Laptop,10-08-2023,989,1,Electronics,East,518,471
112,Coffee Maker,10-08-2023,1416,5,Appliances,East,521,895
112,Laptop,12-07-2023,1498,2,Electronics,South,281,1217
107,Smartphone,05-04-2023,620,8,Electronics,North,106,514
112,Headphones,15-01-2023,906,5,Appliances,West,421,485
113,Microwave,10-08-2023,1050,5,Electronics,South,441,609
108,Smartphone,15-01-2023,1255,2,Electronics,East,202,1053
103,Blender,12-07-2023,507,7,Appliances,North,230,277
114,Coffee Maker,05-04-2023,967,8,Electronics,West,246,721
101,Laptop,20-03-2023,882,1,Electronics,North,405,477
104,Coffee Maker,01-10-2023,1137,2,Electronics,North,40,1097
102,Coffee Maker,20-06-2023,888,4,Appliances,East,41,847
108,Microwave,20-06-2023,1333,5,Electronics,North,464,869
104,Headphones,10-08-2023,242,2,Electronics,West,402,-160
102,Coffee Maker,20-06-2023,665,1,Electronics,North,302,363
114,Headphones,03-11-2023,455,9,Electronics,North,538,-83
106,Microwave,01-10-2023,992,1,Electronics,West,161,831
106,Microwave,20-12-2023,770,4,Electronics,West,348,422
110,Coffee Maker,20-03-2023,142,2,Electronics,East,197,-55
104,Blender,01-10-2023,479,4,Appliances,East,426,53
106,Blender,03-11-2023,703,8,Electronics,West,209,494
113,Laptop,20-12-2023,1477,8,Appliances,South,87,1390
102,Smartphone,03-11-2023,483,9,Electronics,South,509,-26
110,Smartphone,15-01-2023,1185,5,Appliances,East,489,696
112,Smartphone,12-07-2023,424,7,Electronics,North,90,334
102,Headphones,15-10-2023,1132,3,Electronics,South,398,734
110,Smartphone,20-03-2023,1116,4,Electronics,North,150,966
114,Laptop,15-10-2023,256,9,Electronics,South,575,-319
104,Laptop,12-07-2023,829,1,Electronics,West,46,783
114,Microwave,12-07-2023,1369,2,Appliances,East,525,844
108,Laptop,03-11-2023,1191,5,Electronics,North,526,665
114,Laptop,05-04-2023,581,3,Appliances,North,534,47
107,Headphones,03-11-2023,1295,2,Electronics,West,561,734
112,Laptop,15-10-2023,215,1,Appliances,North,344,-129
109,Laptop,03-11-2023,692,3,Appliances,South,98,594
114,Laptop,15-01-2023,1229,1,Appliances,West,190,1039
108,Headphones,03-11-2023,1257,1,Electronics,East,174,1083
105,Smartphone,05-09-2023,139,1,Electronics,North,598,-459
113,Laptop,20-06-2023,1167,8,Appliances,South,414,753
102,Headphones,15-10-2023,62,3,Electronics,North,298,-236
105,Headphones,05-09-2023,1022,1,Electronics,South,483,539
108,Coffee Maker,05-04-2023,854,7,Electronics,South,547,307
110,Blender,12-07-2023,994,3,Electronics,East,379,615
109,Microwave,10-08-2023,791,8,Appliances,North,139,652
112,Smartphone,01-10-2023,925,4,Appliances,East,512,413
112,Laptop,20-12-2023,1223,4,Electronics,South,436,787
112,Coffee Maker,20-06-2023,709,5,Electronics,South,80,629
113,Smartphone,20-12-2023,1081,6,Appliances,East,432,649
109,Blender,03-11-2023,1102,7,Electronics,East,592,510
113,Microwave,20-06-2023,345,4,Appliances,North,505,-160
113,Microwave,15-01-2023,1035,8,Electronics,South,116,919
101,Blender,25-03-2023,975,6,Electronics,East,97,878
109,Laptop,10-02-2023,689,1,Appliances,West,71,618
107,Laptop,10-02-2023,389,1,Appliances,South,86,303
109,Laptop,10-02-2023,677,9,Appliances,South,225,452
108,Coffee Maker,25-03-2023,488,6,Electronics,North,91,397
101,Laptop,20-12-2023,1217,8,Appliances,West,292,925
112,Headphones,15-01-2023,991,7,Electronics,North,141,850
108,Microwave,25-03-2023,879,6,Electronics,West,207,672
108,Headphones,10-02-2023,568,4,Electronics,North,55,513
111,Headphones,05-04-2023,1025,7,Electronics,West,439,586
103,Coffee Maker,20-03-2023,1118,9,Electronics,East,560,558
101,Headphones,15-10-2023,1004,7,Appliances,West,346,658
108,Blender,12-07-2023,1312,1,Electronics,East,561,751
103,Smartphone,25-03-2023,1001,9,Electronics,East,135,866
103,Laptop,15-01-2023,993,4,Electronics,North,493,500
101,Coffee Maker,15-01-2023,204,3,Appliances,North,275,-71
111,Blender,15-10-2023,1254,4,Appliances,South,110,1144
105,Coffee Maker,05-09-2023,1288,4,Electronics,North,425,863
110,Microwave,20-03-2023,137,2,Appliances,East,551,-414
107,Microwave,10-08-2023,1329,1,Appliances,East,293,1036
110,Blender,20-06-2023,1146,1,Electronics,North,303,843
109,Blender,10-02-2023,980,8,Electronics,East,201,779
112,Laptop,03-11-2023,228,2,Electronics,East,294,-66
107,Smartphone,10-08-2023,261,5,Appliances,North,55,206
109,Headphones,05-09-2023,1307,4,Electronics,East,498,809
108,Coffee Maker,10-02-2023,514,8,Appliances,South,505,9
112,Smartphone,20-03-2023,1296,2,Appliances,East,385,911
102,Laptop,01-10-2023,680,9,Electronics,North,55,625
101,Laptop,03-11-2023,874,7,Appliances,South,63,811
107,Laptop,05-09-2023,1337,7,Electronics,South,293,1044
107,Coffee Maker,20-12-2023,1280,1,Electronics,East,167,1113
114,Laptop,10-02-2023,656,2,Electronics,West,595,61
108,Coffee Maker,20-03-2023,934,4,Electronics,North,491,443
105,Microwave,15-05-2023,415,4,Appliances,South,197,218
103,Smartphone,10-08-2023,325,3,Appliances,East,110,215
112,Microwave,10-08-2023,429,7,Electronics,East,436,-7
108,Blender,20-06-2023,1382,8,Appliances,South,75,1307
106,Blender,15-10-2023,1341,2,Electronics,North,82,1259
111,Blender,20-03-2023,994,4,Electronics,West,505,489
103,Laptop,25-03-2023,1137,3,Appliances,North,45,1092
101,Smartphone,15-05-2023,859,2,Electronics,East,389,470
103,Laptop,01-10-2023,1423,6,Electronics,East,516,907
105,Coffee Maker,05-04-2023,974,4,Appliances,North,531,443
114,Coffee Maker,10-02-2023,543,6,Electronics,South,170,373
103,Blender,03-11-2023,1171,2,Electronics,West,476,695
101,Coffee Maker,15-05-2023,1144,4,Electronics,West,319,825
105,Laptop,20-03-2023,413,6,Electronics,South,238,175
110,Laptop,20-12-2023,619,5,Appliances,South,504,115
107,Headphones,12-07-2023,812,3,Electronics,North,442,370
114,Microwave,10-02-2023,325,8,Appliances,East,456,-131
107,Laptop,15-01-2023,99,7,Appliances,East,400,-301
111,Headphones,10-08-2023,1431,3,Electronics,South,319,1112
109,Blender,20-12-2023,777,6,Electronics,North,461,316
110,Coffee Maker,15-10-2023,955,4,Appliances,West,297,658
110,Laptop,20-03-2023,977,5,Electronics,North,180,797
112,Coffee Maker,01-10-2023,613,5,Electronics,South,284,329
113,Smartphone,15-01-2023,832,7,Appliances,South,382,450
103,Microwave,20-06-2023,534,5,Electronics,South,406,128
107,Headphones,03-11-2023,1157,3,Electronics,East,387,770
101,Microwave,05-09-2023,633,5,Appliances,East,399,234
104,Laptop,05-04-2023,1369,7,Electronics,North,256,1113
113,Smartphone,05-04-2023,285,5,Appliances,West,332,-47
104,Microwave,20-12-2023,105,5,Appliances,West,418,-313
114,Coffee Maker,15-01-2023,409,9,Electronics,North,406,3
105,Coffee Maker,10-08-2023,159,3,Appliances,East,147,12
107,Laptop,20-06-2023,241,6,Electronics,West,34,207
107,Blender,12-07-2023,953,1,Appliances,West,473,480
113,Blender,10-08-2023,1166,5,Electronics,East,381,785
111,Smartphone,15-05-2023,911,8,Appliances,East,562,349
113,Laptop,15-10-2023,617,5,Appliances,East,153,464
104,Coffee Maker,05-04-2023,1133,9,Electronics,West,306,827
113,Headphones,15-05-2023,699,6,Electronics,North,423,276
107,Smartphone,01-10-2023,88,8,Appliances,South,389,-301
111,Microwave,10-02-2023,1122,8,Electronics,East,498,624
103,Coffee Maker,25-03-2023,1493,3,Electronics,West,86,1407
106,Blender,20-03-2023,686,7,Appliances,South,280,406
112,Microwave,03-11-2023,1086,7,Appliances,South,179,907
102,Blender,20-06-2023,85,6,Electronics,North,481,-396
110,Smartphone,10-08-2023,150,7,Appliances,West,191,-41
113,Microwave,05-04-2023,1159,2,Appliances,South,149,1010
114,Headphones,15-05-2023,1296,9,Appliances,North,380,916
109,Coffee Maker,05-09-2023,1411,1,Appliances,East,128,1283
105,Smartphone,20-12-2023,215,1,Electronics,East,196,19
106,Coffee Maker,15-10-2023,432,3,Appliances,North,543,-111
112,Coffee Maker,15-10-2023,1449,3,Appliances,East,430,1019
112,Coffee Maker,10-02-2023,839,1,Appliances,West,394,445
112,Coffee Maker,20-03-2023,80,7,Appliances,East,355,-275
112,Microwave,20-03-2023,1448,4,Electronics,West,276,1172
104,Laptop,15-10-2023,60,2,Appliances,North,463,-403
114,Coffee Maker,15-10-2023,1375,5,Appliances,West,122,1253
114,Microwave,10-08-2023,145,6,Electronics,East,297,-152
111,Smartphone,20-06-2023,1263,9,Electronics,East,350,913
110,Smartphone,12-07-2023,502,4,Electronics,East,91,411
107,Coffee Maker,01-10-2023,241,2,Appliances,South,329,-88
112,Laptop,05-09-2023,535,5,Electronics,East,432,103
109,Coffee Maker,01-10-2023,1339,3,Appliances,North,596,743
107,Microwave,10-08-2023,1497,2,Appliances,West,332,1165
114,Laptop,15-05-2023,1201,1,Electronics,West,282,919
101,Laptop,25-03-2023,287,2,Electronics,South,507,-220
101,Blender,15-10-2023,1428,6,Appliances,North,398,1030
109,Blender,15-01-2023,1185,8,Electronics,East,189,996
111,Headphones,12-07-2023,1416,3,Appliances,South,195,1221
114,Smartphone,20-06-2023,1218,9,Electronics,South,234,984
109,Smartphone,10-02-2023,1138,9,Electronics,East,296,842
104,Laptop,12-07-2023,1320,2,Appliances,North,167,1153
113,Blender,15-10-2023,784,8,Electronics,East,397,387
109,Laptop,05-04-2023,1040,5,Electronics,North,472,568
103,Smartphone,20-06-2023,874,4,Electronics,North,596,278
107,Blender,25-03-2023,155,5,Electronics,South,46,109
106,Headphones,05-04-2023,230,4,Appliances,South,97,133
108,Coffee Maker,12-07-2023,233,8,Electronics,South,162,71
111,Headphones,15-01-2023,275,4,Appliances,West,459,-184
109,Coffee Maker,15-01-2023,826,6,Appliances,North,337,489
114,Laptop,25-03-2023,839,2,Appliances,East,203,636
105,Laptop,20-03-2023,1162,5,Electronics,South,441,721
101,Blender,03-11-2023,737,6,Appliances,West,126,611
103,Coffee Maker,05-09-2023,579,5,Electronics,South,183,396
110,Laptop,15-10-2023,1444,2,Electronics,North,271,1173
112,Microwave,10-02-2023,1021,7,Electronics,East,333,688
108,Laptop,15-10-2023,985,4,Electronics,North,314,671
111,Coffee Maker,20-03-2023,1472,8,Electronics,West,56,1416
106,Smartphone,01-10-2023,155,7,Appliances,North,431,-276
108,Laptop,01-10-2023,1344,7,Appliances,West,389,955
109,Laptop,20-12-2023,880,9,Appliances,South,89,791
104,Coffee Maker,01-10-2023,728,1,Appliances,East,231,497
101,Smartphone,15-01-2023,898,6,Appliances,North,399,499
114,Coffee Maker,15-01-2023,1105,6,Appliances,South,562,543
101,Laptop,15-05-2023,442,6,Appliances,South,181,261
110,Microwave,05-04-2023,89,6,Electronics,South,131,-42
104,Coffee Maker,12-07-2023,709,7,Electronics,South,475,234
112,Coffee Maker,10-02-2023,1291,6,Electronics,North,258,1033
114,Laptop,25-03-2023,1030,1,Appliances,West,154,876
107,Laptop,12-07-2023,1155,3,Appliances,North,265,890
102,Microwave,15-10-2023,894,2,Appliances,South,191,703
103,Smartphone,15-05-2023,250,6,Appliances,North,583,-333
101,Laptop,15-01-2023,496,8,Appliances,West,382,114
105,Headphones,25-03-2023,1111,3,Appliances,North,97,1014
101,Smartphone,15-01-2023,1284,8,Appliances,South,202,1082
108,Headphones,03-11-2023,493,8,Electronics,South,588,-95
101,Microwave,10-02-2023,1400,5,Electronics,West,290,1110
111,Laptop,05-04-2023,810,8,Appliances,South,246,564
101,Headphones,20-12-2023,276,6,Appliances,West,153,123
102,Laptop,12-07-2023,97,5,Appliances,East,191,-94
102,Laptop,12-07-2023,1091,9,Electronics,South,230,861
112,Coffee Maker,01-10-2023,961,7,Appliances,South,483,478
106,Blender,20-03-2023,236,8,Appliances,North,431,-195
107,Coffee Maker,01-10-2023,394,1,Appliances,South,491,-97
105,Laptop,03-11-2023,273,2,Electronics,North,304,-31
101,Blender,25-03-2023,879,8,Appliances,North,235,644
101,Smartphone,05-09-2023,537,9,Electronics,North,69,468
103,Headphones,01-10-2023,926,4,Appliances,North,302,624
114,Laptop,20-12-2023,898,9,Electronics,East,122,776
102,Microwave,15-05-2023,1302,4,Appliances,South,71,1231
105,Headphones,01-10-2023,1463,9,Appliances,North,494,969
112,Laptop,01-10-2023,1028,7,Appliances,South,408,620
110,Microwave,05-09-2023,1066,2,Electronics,North,136,930
106,Headphones,20-03-2023,237,9,Electronics,West,357,-120
107,Coffee Maker,10-02-2023,319,4,Appliances,East,94,225
104,Headphones,15-05-2023,359,8,Appliances,North,394,-35
107,Headphones,01-10-2023,1205,7,Electronics,South,513,692
111,Headphones,03-11-2023,1145,7,Appliances,West,53,1092
108,Headphones,05-04-2023,894,8,Electronics,East,569,325
111,Microwave,20-12-2023,1260,1,Appliances,West,91,1169
101,Microwave,05-09-2023,535,5,Appliances,South,520,15
106,Laptop,05-04-2023,1264,2,Appliances,South,302,962
108,Smartphone,05-09-2023,1495,2,Electronics,North,258,1237
105,Laptop,03-11-2023,169,1,Appliances,West,49,120
104,Blender,05-04-2023,269,5,Electronics,South,32,237
102,Coffee Maker,05-09-2023,102,2,Electronics,North,450,-348
106,Laptop,15-10-2023,1485,4,Appliances,East,336,1149
106,Laptop,05-04-2023,1310,3,Electronics,South,461,849
111,Coffee Maker,20-03-2023,807,3,Electronics,North,165,642
101,Laptop,20-06-2023,787,2,Electronics,West,544,243
109,Coffee Maker,15-05-2023,769,6,Appliances,North,222,547
112,Microwave,25-03-2023,455,2,Appliances,West,444,11
111,Coffee Maker,10-02-2023,657,8,Electronics,East,147,510
106,Headphones,15-10-2023,1070,8,Appliances,West,238,832
113,Microwave,10-08-2023,471,5,Electronics,North,63,408
103,Smartphone,15-01-2023,761,7,Appliances,South,347,414
104,Smartphone,03-11-2023,296,4,Appliances,North,149,147
112,Headphones,03-11-2023,121,1,Electronics,West,554,-433
111,Microwave,01-10-2023,234,2,Electronics,West,118,116
104,Coffee Maker,20-12-2023,55,4,Electronics,East,541,-486
103,Smartphone,25-03-2023,1279,1,Appliances,North,76,1203
110,Coffee Maker,15-01-2023,955,8,Appliances,South,551,404
103,Laptop,03-11-2023,436,9,Electronics,South,313,123
103,Microwave,15-05-2023,748,4,Electronics,North,406,342
104,Laptop,25-03-2023,1149,3,Electronics,North,163,986
107,Smartphone,05-04-2023,1250,2,Appliances,North,277,973
104,Smartphone,05-04-2023,876,5,Electronics,East,347,529
109,Laptop,10-08-2023,398,3,Electronics,West,465,-67
101,Headphones,15-01-2023,1328,7,Appliances,South,205,1123
108,Laptop,03-11-2023,357,6,Appliances,East,380,-23
107,Headphones,10-02-2023,1418,1,Electronics,East,172,1246
102,Coffee Maker,03-11-2023,1200,8,Electronics,North,427,773
108,Coffee Maker,15-05-2023,336,2,Appliances,North,398,-62
101,Microwave,05-04-2023,815,5,Appliances,North,530,285
111,Headphones,01-10-2023,774,9,Electronics,North,399,375
112,Coffee Maker,20-06-2023,811,8,Electronics,North,411,400
109,Laptop,20-03-2023,432,2,Appliances,West,115,317
109,Headphones,20-03-2023,1479,9,Appliances,West,489,990
102,Laptop,05-09-2023,437,5,Electronics,North,354,83
107,Microwave,10-02-2023,574,6,Appliances,East,551,23
114,Microwave,03-11-2023,688,3,Appliances,West,518,170
110,Microwave,20-03-2023,987,3,Electronics,East,426,561
103,Blender,05-09-2023,325,8,Electronics,East,384,-59
107,Coffee Maker,15-01-2023,549,2,Appliances,South,317,232
112,Blender,05-04-2023,766,2,Appliances,South,488,278
110,Coffee Maker,20-12-2023,386,5,Electronics,North,565,-179
109,Headphones,15-10-2023,981,6,Electronics,East,320,661
104,Coffee Maker,05-04-2023,530,2,Electronics,West,197,333
112,Microwave,15-10-2023,960,5,Electronics,South,457,503
101,Coffee Maker,01-10-2023,1346,7,Appliances,South,519,827
102,Smartphone,20-06-2023,1131,8,Electronics,East,384,747
101,Blender,25-03-2023,1401,7,Appliances,West,225,1176
114,Smartphone,20-03-2023,158,8,Electronics,East,574,-416
112,Blender,15-01-2023,1352,9,Appliances,South,40,1312
105,Microwave,15-10-2023,377,5,Appliances,East,285,92
105,Blender,12-07-2023,364,5,Appliances,East,425,-61
111,Microwave,03-11-2023,1184,4,Electronics,West,438,746
107,Coffee Maker,20-03-2023,748,9,Electronics,South,391,357
109,Microwave,03-11-2023,830,5,Electronics,East,288,542
109,Headphones,10-02-2023,1302,2,Electronics,South,32,1270
103,Laptop,01-10-2023,205,8,Appliances,East,113,92
103,Headphones,25-03-2023,1345,7,Appliances,East,185,1160
103,Coffee Maker,20-03-2023,936,8,Electronics,South,205,731
104,Laptop,03-11-2023,1075,3,Appliances,West,501,574
108,Blender,15-01-2023,807,4,Electronics,North,453,354
106,Smartphone,20-03-2023,771,5,Appliances,West,163,608
108,Coffee Maker,15-10-2023,962,6,Appliances,West,409,553
101,Laptop,10-02-2023,1359,1,Electronics,South,306,1053
108,Coffee Maker,12-07-2023,920,4,Electronics,West,265,655
104,Microwave,15-05-2023,62,5,Appliances,North,42,20
111,Headphones,10-08-2023,657,7,Electronics,West,371,286
101,Coffee Maker,12-07-2023,547,5,Electronics,North,64,483
108,Coffee Maker,05-09-2023,287,1,Appliances,South,588,-301
104,Blender,20-03-2023,1167,7,Appliances,North,243,924
106,Blender,05-04-2023,1411,8,Electronics,East,441,970
108,Laptop,20-06-2023,830,7,Electronics,East,434,396
104,Laptop,05-04-2023,1244,4,Appliances,North,523,721
114,Microwave,12-07-2023,655,8,Electronics,East,188,467
103,Microwave,15-10-2023,710,5,Appliances,South,139,571
114,Laptop,05-04-2023,898,9,Electronics,East,578,320
109,Coffee Maker,15-01-2023,985,5,Electronics,North,555,430
103,Blender,05-04-2023,677,1,Electronics,South,376,301
109,Headphones,25-03-2023,192,9,Appliances,East,308,-116
113,Blender,15-05-2023,1274,5,Electronics,South,508,766
102,Smartphone,20-03-2023,1253,6,Appliances,North,140,1113
114,Smartphone,01-10-2023,763,4,Electronics,East,460,303
102,Blender,05-04-2023,1437,6,Electronics,South,571,866
102,Smartphone,10-02-2023,528,8,Electronics,South,144,384
106,Microwave,01-10-2023,614,3,Electronics,East,119,495
103,Microwave,15-05-2023,520,5,Electronics,South,241,279
113,Coffee Maker,03-11-2023,433,2,Appliances,South,579,-146
109,Smartphone,15-10-2023,975,2,Appliances,North,568,407
104,Microwave,15-05-2023,466,7,Appliances,North,389,77
101,Smartphone,05-04-2023,357,6,Electronics,North,515,-158
104,Headphones,15-05-2023,698,4,Appliances,North,401,297
101,Laptop,01-10-2023,1440,5,Appliances,North,244,1196
114,Coffee Maker,20-06-2023,1074,1,Electronics,North,44,1030
105,Coffee Maker,15-10-2023,1117,7,Electronics,East,288,829
104,Smartphone,05-04-2023,788,8,Electronics,North,492,296
108,Headphones,15-01-2023,1171,9,Electronics,East,149,1022
108,Blender,12-07-2023,1338,8,Appliances,North,157,1181
107,Headphones,25-03-2023,189,5,Electronics,North,552,-363
103,Smartphone,10-08-2023,1310,3,Electronics,South,354,956
101,Headphones,20-12-2023,1023,9,Electronics,South,349,674
101,Headphones,05-09-2023,1066,6,Electronics,South,535,531
112,Smartphone,15-10-2023,1002,5,Appliances,West,555,447
111,Laptop,15-05-2023,953,3,Electronics,West,79,874
103,Microwave,15-01-2023,121,6,Electronics,East,98,23
106,Headphones,20-03-2023,1263,3,Appliances,North,420,843
107,Coffee Maker,20-03-2023,1341,6,Electronics,North,412,929
106,Coffee Maker,05-09-2023,1394,4,Appliances,South,45,1349
114,Headphones,15-10-2023,156,2,Electronics,North,468,-312
114,Laptop,15-10-2023,1305,8,Electronics,East,597,708
106,Blender,25-03-2023,1115,4,Appliances,West,161,954
106,Microwave,15-05-2023,932,9,Appliances,North,589,343
113,Coffee Maker,20-06-2023,188,7,Appliances,North,277,-89
103,Blender,05-09-2023,664,2,Electronics,East,302,362
106,Headphones,25-03-2023,912,4,Electronics,East,378,534
108,Smartphone,15-05-2023,322,5,Appliances,North,513,-191
111,Blender,01-10-2023,465,3,Appliances,West,579,-114
111,Laptop,15-01-2023,555,9,Electronics,South,386,169
102,Coffee Maker,20-12-2023,782,5,Appliances,East,347,435
105,Headphones,12-07-2023,473,2,Electronics,East,77,396
114,Smartphone,20-06-2023,1480,3,Electronics,North,39,1441
101,Smartphone,01-10-2023,439,9,Electronics,East,262,177
112,Coffee Maker,01-10-2023,391,7,Appliances,East,65,326
101,Microwave,10-08-2023,995,2,Electronics,South,442,553
105,Headphones,20-03-2023,663,9,Electronics,South,491,172
112,Microwave,10-02-2023,542,4,Electronics,West,33,509
113,Coffee Maker,15-01-2023,241,9,Appliances,South,73,168
103,Coffee Maker,20-03-2023,548,2,Electronics,North,597,-49
104,Headphones,05-04-2023,871,4,Appliances,East,583,288
103,Microwave,20-12-2023,1306,5,Electronics,West,284,1022
101,Blender,01-10-2023,276,2,Electronics,North,143,133
101,Blender,10-02-2023,1444,1,Electronics,East,426,1018
112,Laptop,15-10-2023,188,7,Electronics,East,203,-15
112,Blender,20-03-2023,905,1,Appliances,East,284,621
114,Coffee Maker,25-03-2023,866,8,Appliances,South,495,371
113,Coffee Maker,20-06-2023,1222,3,Appliances,North,306,916
114,Laptop,03-11-2023,1188,6,Appliances,North,493,695
105,Microwave,20-03-2023,1136,7,Electronics,East,531,605
106,Blender,10-08-2023,153,1,Appliances,West,470,-317
103,Coffee Maker,12-07-2023,920,6,Electronics,North,98,822
112,Smartphone,25-03-2023,717,7,Appliances,South,538,179
109,Microwave,03-11-2023,322,6,Appliances,West,355,-33
105,Coffee Maker,15-01-2023,1079,4,Electronics,West,96,983
108,Smartphone,15-01-2023,1220,1,Appliances,West,333,887
113,Headphones,15-01-2023,233,9,Electronics,North,513,-280
101,Microwave,15-01-2023,1101,4,Electronics,East,577,524
114,Laptop,12-07-2023,1192,7,Appliances,West,446,746
105,Laptop,20-03-2023,342,7,Electronics,South,188,154
103,Laptop,15-05-2023,1444,2,Appliances,East,178,1266
112,Coffee Maker,20-03-2023,1317,1,Appliances,North,56,1261
101,Coffee Maker,01-10-2023,1291,8,Appliances,East,277,1014
104,Microwave,05-04-2023,226,8,Electronics,West,130,96
113,Headphones,03-11-2023,1372,7,Electronics,North,125,1247
105,Coffee Maker,20-12-2023,107,8,Appliances,North,413,-306
107,Blender,03-11-2023,1342,3,Electronics,West,311,1031
101,Blender,20-06-2023,357,2,Appliances,South,351,6
103,Laptop,10-02-2023,1361,7,Appliances,West,425,936
102,Smartphone,15-05-2023,1026,8,Electronics,East,307,719
109,Microwave,03-11-2023,1178,1,Electronics,South,558,620
110,Smartphone,15-05-2023,1301,9,Appliances,West,292,1009
106,Smartphone,01-10-2023,1320,4,Electronics,East,322,998
110,Blender,20-03-2023,749,4,Electronics,East,323,426
103,Microwave,15-05-2023,132,3,Electronics,East,424,-292
108,Laptop,05-09-2023,1259,6,Appliances,East,542,717
114,Headphones,05-09-2023,301,1,Appliances,West,209,92
108,Coffee Maker,20-12-2023,1428,6,Electronics,North,264,1164
102,Laptop,05-04-2023,845,2,Electronics,East,366,479
106,Coffee Maker,15-10-2023,946,9,Appliances,East,37,909
107,Headphones,10-02-2023,259,2,Electronics,South,472,-213
102,Blender,10-08-2023,865,7,Appliances,South,568,297
111,Headphones,12-07-2023,658,1,Appliances,West,120,538
110,Microwave,20-03-2023,496,7,Appliances,East,301,195
102,Coffee Maker,12-07-2023,509,5,Electronics,North,34,475
110,Coffee Maker,20-12-2023,1017,8,Electronics,North,248,769
